owner,repo,project,issue_number,title,created_at,closed_at,fix_time_days,comments,labels,html_url,closed_event_created_at,commit_id,commit_message,commit_date,total_changes,additions,deletions,changed_files,linked_to_commit,closure_type
psf,requests,psf/requests,1871,Our use of urllib3's ConnectionPools is not threadsafe.,2014-01-20 11:09:18+00:00,2018-02-24 14:55:18+00:00,1496.156944444445,27,Bug;Planned,https://github.com/psf/requests/issues/1871,2018-02-24 14:55:18+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1767,HTTP Basic Auth credentials extracted from URL are %-encoded,2013-12-01 09:22:15+00:00,2013-12-04 01:36:00+00:00,2.676215277777778,2,Bug;Fixed,https://github.com/psf/requests/issues/1767,2013-12-04 01:36:00+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1755,Streaming uploads with HTTPBasicAuth causes stuck on resending the request,2013-11-24 12:30:06+00:00,2013-12-05 23:04:56+00:00,11.440856481481482,5,Bug;Fixed,https://github.com/psf/requests/issues/1755,2013-12-05 23:04:56+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1746,Don't lowercase the whole URL when opening a connection,2013-11-19 08:53:32+00:00,2013-12-05 23:05:08+00:00,16.59138888888889,8,Bug;Fixed,https://github.com/psf/requests/issues/1746,2013-12-05 23:05:08+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1732,SNI support broken on Python 2.X in 2.0.1.,2013-11-09 08:57:36+00:00,2013-12-05 23:05:18+00:00,26.588680555555555,3,Bug;Fixed,https://github.com/psf/requests/issues/1732,2013-12-05 23:05:18+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1711,Regression 2.0.1: Using MozillaCookieJar does not work,2013-10-29 12:27:21+00:00,2013-12-04 01:33:33+00:00,35.545972222222225,4,Bug;Fixed,https://github.com/psf/requests/issues/1711,2013-12-04 01:33:34+00:00,2bbd7ba1c2c5a56c0957be64b5f94f6a4b0243ca,Fixed #1711,2013-10-29T14:18:03Z,6.0,5.0,1.0,1.0,True,commit_linked
psf,requests,psf/requests,1703,proxy with authentication fails in requests 2.0,2013-10-25 08:30:03+00:00,2013-12-05 23:05:28+00:00,41.60792824074074,11,Bug;Fixed,https://github.com/psf/requests/issues/1703,2013-12-05 23:05:28+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1685,Possible Memory Leak,2013-10-17 17:03:10+00:00,2016-04-16 04:18:33+00:00,911.4690162037036,54,Bug,https://github.com/psf/requests/issues/1685,2016-04-16 04:18:33+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1655,Session hooks broken,2013-10-07 10:24:32+00:00,2013-12-04 01:33:42+00:00,57.63136574074074,7,Bug;Contributor Friendly;Fixed,https://github.com/psf/requests/issues/1655,2013-12-04 01:33:42+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1648,"Header ""Transfer-Encoding: chunked"" set even if Content-Length is provided which causes body to not actually get chunked",2013-10-04 00:02:56+00:00,2017-03-02 16:28:35+00:00,1245.6844791666667,52,Bug;Breaking API Change,https://github.com/psf/requests/issues/1648,2017-03-02 16:28:35+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1642,Requests doesn't clean up on failed streaming uploads.,2013-10-02 12:33:03+00:00,2013-12-05 23:06:26+00:00,64.43984953703703,2,Bug,https://github.com/psf/requests/issues/1642,2013-12-05 23:06:26+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1630,Cookies not persisted when set via functional API.,2013-09-27 08:50:44+00:00,2013-10-07 23:22:49+00:00,10.605613425925926,7,Bug;Contributor Friendly,https://github.com/psf/requests/issues/1630,2013-10-07 23:22:49+00:00,39fe0068aa657764778782ce4ca11d5e3ee08c66,"Fixed #1630, added test case for cookie persistence.",2013-09-28T07:33:05Z,13.0,13.0,0.0,2.0,True,commit_linked
psf,requests,psf/requests,1622,Requests 2.0.0 breaks SSL proxying via https_port of Squid.,2013-09-25 03:16:36+00:00,2015-01-19 09:25:49+00:00,481.256400462963,40,Bug;Propose Close,https://github.com/psf/requests/issues/1622,2015-01-19 09:25:49+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1572,urllib3 exceptions passing through requests API,2013-09-03 09:36:19+00:00,2015-10-05 14:09:46+00:00,762.1898958333333,13,Bug;Planned;Contributor Friendly,https://github.com/psf/requests/issues/1572,2015-10-05 14:09:46+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1561,Header keys lose their case,2013-08-30 14:43:45+00:00,2017-01-09 16:17:38+00:00,1228.0651967592592,11,Bug;Planned,https://github.com/psf/requests/issues/1561,2017-01-09 16:17:38+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1434,"stream_decode_response_unicode fails in Python 3 at rv = decoder.decode('', final=True)",2013-06-25 15:17:55+00:00,2013-06-26 07:38:03+00:00,0.6806481481481481,3,Bug;Contributor Friendly,https://github.com/psf/requests/issues/1434,2013-06-26 07:38:03+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1397,bug report,2013-05-30 18:41:17+00:00,2013-08-17 06:35:52+00:00,78.49623842592592,10,Bug,https://github.com/psf/requests/issues/1397,2013-08-17 06:35:52+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1336,Set cookie on 401,2013-04-30 03:19:58+00:00,2013-08-15 07:59:47+00:00,107.19431712962962,47,Bug,https://github.com/psf/requests/issues/1336,2013-08-15 07:59:47+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1335,Content-Length header is duplicated on Python3,2013-04-30 02:58:10+00:00,2013-06-08 09:57:00+00:00,39.29085648148149,6,Bug;Contributor Friendly,https://github.com/psf/requests/issues/1335,2013-06-08 09:57:00+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1324,Session with CookieJar/LWPCookieJar cause AttributeError,2013-04-25 01:22:58+00:00,2013-04-26 10:57:36+00:00,1.399050925925926,3,Bug,https://github.com/psf/requests/issues/1324,2013-04-26 10:57:36+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1261,Issue arising from #1190,2013-03-23 01:21:55+00:00,2013-03-27 18:31:37+00:00,4.7150694444444445,11,Bug,https://github.com/psf/requests/issues/1261,2013-03-27 18:31:37+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1189,Multiple Cookies on Redirect,2013-02-13 23:09:02+00:00,2013-02-17 01:17:07+00:00,3.0889467592592594,8,Bug,https://github.com/psf/requests/issues/1189,2013-02-17 01:17:07+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1124,"SSLError from imgur API, however proper cert appears via Chrome",2013-01-22 03:01:58+00:00,2013-02-10 22:37:55+00:00,19.816631944444445,12,Bug,https://github.com/psf/requests/issues/1124,2013-02-10 22:37:55+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1102,address compromised TURKTRUST certificates,2013-01-15 11:30:17+00:00,2013-01-17 10:53:19+00:00,1.974328703703704,6,Bug,https://github.com/psf/requests/issues/1102,2013-01-17 10:53:19+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1096,OAuth 1 requests with BODY signature_type send no body data and set Content-Length: 0 ,2013-01-11 19:44:55+00:00,2013-02-10 22:55:13+00:00,30.132152777777776,1,Bug;Contributor Friendly,https://github.com/psf/requests/issues/1096,2013-02-10 22:55:13+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,1084,POST and PUT on 307 redirect will re-POST without body,2013-01-04 16:55:35+00:00,2013-03-31 05:21:52+00:00,85.5182523148148,13,Bug,https://github.com/psf/requests/issues/1084,2013-03-31 05:21:52+00:00,88177ec33fa0846aea0ecb121ffbb041c5f09cdc,"Finally resolve #1084

Send body on redirect when POSTing or PUTing.",2013-03-28T03:30:00Z,3.0,2.0,1.0,1.0,True,commit_linked
psf,requests,psf/requests,1029,"Since 1.0, seeing a large amount of ""Cannot assign requested address"" socket.errors",2012-12-18 00:56:01+00:00,2012-12-18 02:51:40+00:00,0.0803125,8,Bug,https://github.com/psf/requests/issues/1029,2012-12-18 02:51:40+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,910,POST with json data and oauth auth_header signature_type not working,2012-10-25 17:29:41+00:00,2013-04-01 18:40:16+00:00,158.0490162037037,32,Bug,https://github.com/psf/requests/issues/910,2013-04-01 18:40:16+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,875,Keep-alive doesn't work over http proxy,2012-10-01 16:28:39+00:00,2012-12-03 10:09:18+00:00,62.7365625,11,Bug,https://github.com/psf/requests/issues/875,2012-12-03 10:09:18+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,862,digest authentication fails because of wrongly nonce-count,2012-09-20 06:47:59+00:00,2012-11-17 11:04:27+00:00,58.17810185185186,5,Bug,https://github.com/psf/requests/issues/862,2012-11-17 11:04:27+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,851,"SSL ""unknown protocol"" is returned when it should be ""certificate verify failed""",2012-09-13 02:17:35+00:00,2013-01-21 20:23:07+00:00,130.75384259259258,18,Bug;Contributor Friendly,https://github.com/psf/requests/issues/851,2013-01-21 20:23:07+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,844,umbrella ticket to resolve iteration / read size / chunked encoding questions,2012-09-07 03:54:10+00:00,2015-01-19 09:29:14+00:00,864.2326851851852,52,Bug;Contributor Friendly;Propose Close,https://github.com/psf/requests/issues/844,2015-01-19 09:29:14+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,771,socket leak (suspected due to redirection),2012-08-10 12:21:29+00:00,2012-11-17 11:17:01+00:00,98.95523148148148,47,Bug,https://github.com/psf/requests/issues/771,2012-11-17 11:17:01+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,747,"requests.{post,patch} set Content-Type to application/x-www-form-urlencoded even when ``data`` arg is a string",2012-07-30 20:18:22+00:00,2012-08-04 15:39:39+00:00,4.806446759259259,3,Bug;Contributor Friendly,https://github.com/psf/requests/issues/747,2012-08-04 15:39:39+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,738,pip install error on py3k,2012-07-25 05:47:28+00:00,2012-07-27 06:11:43+00:00,2.016840277777778,7,Bug;Contributor Friendly,https://github.com/psf/requests/issues/738,2012-07-27 06:11:43+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,697,Catch UnicodeError coming from encodings/idna.py,2012-06-26 18:31:32+00:00,2012-08-13 21:14:51+00:00,48.11341435185185,6,Bug;Contributor Friendly,https://github.com/psf/requests/issues/697,2012-08-13 21:14:51+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,649,CaseInsensitiveDict __setitem__ faulty for differing-case keys,2012-06-03 00:59:23+00:00,2012-07-27 05:54:43+00:00,54.20509259259259,4,Bug;Contributor Friendly,https://github.com/psf/requests/issues/649,2012-07-27 05:54:43+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,639,safe mode doesn't work when not returning response,2012-05-28 11:28:42+00:00,2012-12-18 20:15:20+00:00,204.36571759259257,3,Bug;Contributor Friendly,https://github.com/psf/requests/issues/639,2012-12-18 20:15:20+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,637,Dict data is not being properly urlencoded,2012-05-27 00:01:10+00:00,2012-06-15 18:32:14+00:00,19.771574074074078,7,Bug,https://github.com/psf/requests/issues/637,2012-06-15 18:32:14+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,627,Failure to get through digest page which redirects to temporary AWS url,2012-05-22 13:57:29+00:00,2012-11-27 18:36:34+00:00,189.1938078703704,31,Bug;Contributor Friendly,https://github.com/psf/requests/issues/627,2012-11-27 18:36:34+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,606,Allow specifying the ssl protocol version to use,2012-05-11 17:32:54+00:00,2012-07-27 06:10:49+00:00,76.52633101851852,20,Bug,https://github.com/psf/requests/issues/606,2012-07-27 06:10:49+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,605,async broken on Windows,2012-05-10 21:41:00+00:00,2012-05-10 23:35:07+00:00,0.0792476851851851,2,Bug,https://github.com/psf/requests/issues/605,2012-05-10 23:35:07+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,602,requests.head redirect timeout (on only linux environments?),2012-05-09 19:55:44+00:00,2012-07-27 06:14:15+00:00,78.42952546296296,7,Bug;Planned,https://github.com/psf/requests/issues/602,2012-07-27 06:14:15+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,539,iter_lines small chunks,2012-04-06 15:04:40+00:00,2012-05-08 05:09:24+00:00,31.58662037037037,15,Bug,https://github.com/psf/requests/issues/539,2012-05-08 05:09:24+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,537,requests.get throws TooManyRedirects in safe_mode,2012-04-06 01:50:52+00:00,2012-05-04 01:49:58+00:00,27.999375,3,Bug,https://github.com/psf/requests/issues/537,2012-05-04 01:49:58+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,520,requests leaves a hanging connection for each request,2012-03-29 07:19:00+00:00,2012-08-06 04:38:28+00:00,129.8885185185185,62,Bug,https://github.com/psf/requests/issues/520,2012-08-06 04:38:28+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,500,Async requests don't honor timeout param,2012-03-20 05:07:44+00:00,2012-05-10 22:05:42+00:00,51.70692129629629,13,Bug,https://github.com/psf/requests/issues/500,2012-05-10 22:05:42+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,498,App Engine Fixes,2012-03-19 02:03:45+00:00,2012-07-27 05:29:28+00:00,130.14285879629628,30,Bug;Contributor Friendly;GAE Support,https://github.com/psf/requests/issues/498,2012-07-27 05:29:28+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,496,Response.ok raises Timeout Exception in safe_mode,2012-03-19 00:21:18+00:00,2012-04-06 01:45:25+00:00,18.05841435185185,2,Bug;Contributor Friendly,https://github.com/psf/requests/issues/496,2012-04-06 01:45:25+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,458,"requests should send ""Connection: close"" if keep-alive is disabled",2012-02-26 23:17:29+00:00,2012-06-15 18:41:19+00:00,109.8082175925926,6,Bug,https://github.com/psf/requests/issues/458,2012-06-15 18:41:19+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,424,Unicode header dict values cause unhandled exception,2012-02-13 21:27:39+00:00,2012-07-27 06:00:53+00:00,164.35641203703705,1,Bug,https://github.com/psf/requests/issues/424,2012-07-27 06:00:53+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,353,'allow_redirects' cause a post request to hang,2012-01-11 11:06:54+00:00,2012-07-27 06:05:18+00:00,197.7905555555556,6,Bug,https://github.com/psf/requests/issues/353,2012-07-27 06:05:18+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,339,"ConnectionError in requests, not urllib2",2012-01-06 05:18:41+00:00,2012-04-12 22:53:39+00:00,97.73261574074074,2,Bug;Contributor Friendly,https://github.com/psf/requests/issues/339,2012-04-12 22:53:39+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,338,"LookupError in requests, not in urllib2",2012-01-06 05:07:45+00:00,2012-03-16 01:15:28+00:00,69.83869212962962,11,Bug;Contributor Friendly,https://github.com/psf/requests/issues/338,2012-03-16 01:15:28+00:00,9cf9d76eb5af142f983efb776776b0888febc978,"Merge pull request #477 from maxcountryman/develop

potentially fixes #338",2012-03-16T01:15:27Z,6.0,6.0,0.0,1.0,True,commit_linked
psf,requests,psf/requests,337,"TooManyRedirects in requests, not in urllib2",2012-01-06 05:06:43+00:00,2012-08-25 15:09:13+00:00,232.4184027777778,9,Bug;Contributor Friendly,https://github.com/psf/requests/issues/337,2012-08-25 15:09:13+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,335,CookieError in requests and not in urllib2,2012-01-06 04:30:34+00:00,2012-03-09 16:58:39+00:00,63.519502314814815,29,Bug;Contributor Friendly,https://github.com/psf/requests/issues/335,2012-03-09 16:58:39+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,296,ConnectionError with Python 2.5 and SSL site,2011-11-29 14:20:07+00:00,2012-01-23 08:06:13+00:00,54.74034722222223,10,Bug,https://github.com/psf/requests/issues/296,2012-01-23 08:06:14+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,293,Proxy authentication broken with 0.76 -> 0.83 upgrade.,2011-11-28 17:25:20+00:00,2012-03-31 07:16:31+00:00,123.57721064814814,4,Bug;Contributor Friendly,https://github.com/psf/requests/issues/293,2012-03-31 07:16:31+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,291,models.Request.sent never set to `True`?,2011-11-27 16:16:40+00:00,2011-11-27 16:29:58+00:00,0.0092361111111111,1,Bug,https://github.com/psf/requests/issues/291,2011-11-27 16:29:58+00:00,c7b99f78192bdff62fad4f92039396c0dfbe4fb8,"Set Response.sent to True

Fixes #291",2011-11-27T16:29:52Z,1.0,1.0,0.0,1.0,True,commit_linked
psf,requests,psf/requests,286,Session Cookie doublequotes bug,2011-11-23 17:47:01+00:00,2012-01-30 06:15:36+00:00,67.51984953703703,11,Bug,https://github.com/psf/requests/issues/286,2012-01-30 06:15:36+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,239,Too many open files,2011-11-05 12:37:30+00:00,2012-07-27 06:07:41+00:00,264.7292939814815,81,Bug;Contributor Friendly,https://github.com/psf/requests/issues/239,2012-07-27 06:07:41+00:00,,,,,,,,False,manual_or_unknown
psf,requests,psf/requests,223,Content-Length is missing,2011-10-24 16:21:43+00:00,2012-11-25 03:54:30+00:00,397.481099537037,63,Bug,https://github.com/psf/requests/issues/223,2012-11-25 03:54:30+00:00,f003025a37f9d546570e52f7d355c6f5d1a81617,"Attach Content-Length to everything.

Closes #223",2012-11-25T02:47:47Z,4.0,4.0,0.0,1.0,True,commit_linked
psf,requests,psf/requests,78,Request_gzip = True,2011-06-24 10:28:49+00:00,2011-07-24 02:35:50+00:00,29.67153935185185,3,Feature Request;Bug;Planned,https://github.com/psf/requests/issues/78,2011-07-24 02:35:50+00:00,c3c90bb09c9f4cd635ea28cbc784ee5f724bdab8,"default headers and content encoding settings
Closes #78",2011-07-24T02:35:46Z,21.0,17.0,4.0,2.0,True,commit_linked
psf,requests,psf/requests,56,Auth fail for private github repo,2011-06-04 16:23:34+00:00,2011-07-24 02:55:20+00:00,49.43872685185185,6,Bug,https://github.com/psf/requests/issues/56,2011-07-24 02:55:20+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7626,ScrapyCommand.help() is never called,2026-06-15 09:51:36+00:00,2026-06-19 04:49:34+00:00,3.790254629629629,5,bug;cleanup,https://github.com/scrapy/scrapy/issues/7626,2026-06-19 04:49:34+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7604,`strip_url()` strips :80 from the password,2026-06-11 16:36:11+00:00,2026-06-15 06:41:57+00:00,3.587337962962963,2,bug,https://github.com/scrapy/scrapy/issues/7604,2026-06-15 06:41:57+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7601,HttpxDownloadHandler drops proxy auth on retries/redirects,2026-06-11 15:58:47+00:00,2026-06-17 09:56:24+00:00,5.748344907407407,0,bug,https://github.com/scrapy/scrapy/issues/7601,2026-06-17 09:56:24+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7597,IMAGES_STORE_*_ACL are no longer used,2026-06-11 08:01:01+00:00,2026-06-15 19:24:45+00:00,4.474814814814815,1,bug;S3;media pipelines,https://github.com/scrapy/scrapy/issues/7597,2026-06-15 19:24:46+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7552,'scrapy shell' command starts crawling,2026-05-26 11:51:11+00:00,2026-06-10 19:59:04+00:00,15.338807870370369,9,bug,https://github.com/scrapy/scrapy/issues/7552,2026-06-10 19:59:04+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7445,TLS context re-use regression in 2.15 leads to HTTP 421s for different hostnames on the same server,2026-04-21 08:43:37+00:00,2026-04-22 14:01:03+00:00,1.2204398148148148,1,bug;https,https://github.com/scrapy/scrapy/issues/7445,2026-04-22 14:01:04+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7426,Regression in Scrapy 2.15.0: FEED_EXPORTERS keys with dots fail with NameError in getwithbase(),2026-04-13 09:55:30+00:00,2026-04-22 14:00:41+00:00,9.170266203703704,1,bug,https://github.com/scrapy/scrapy/issues/7426,2026-04-22 14:00:42+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7158,Scrapy 2.13 slower than 2.12 about 2–3×,2025-11-20 12:43:41+00:00,2026-01-05 11:55:59+00:00,45.966875,9,bug;performance,https://github.com/scrapy/scrapy/issues/7158,2026-01-05 11:55:59+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7060,Fix flaky `test_download_with_proxy_https_timeout()`,2025-09-28 12:05:01+00:00,2026-02-13 08:45:11+00:00,137.86122685185185,25,bug;help wanted;https;CI,https://github.com/scrapy/scrapy/issues/7060,2026-02-13 08:45:11+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7057,spider_idle signal sent before item_error signal when DNSLookupError occurs in FilesPipeline,2025-09-26 04:38:34+00:00,2025-09-29 08:41:24+00:00,3.168634259259259,3,bug;needs more info,https://github.com/scrapy/scrapy/issues/7057,2025-09-29 08:41:24+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7042,MetaRefreshMiddleware does not respect `<base>` tag for relative URLs,2025-09-04 08:07:25+00:00,2025-09-10 13:17:17+00:00,6.215185185185185,3,bug,https://github.com/scrapy/scrapy/issues/7042,2025-09-10 13:17:18+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,7003,TestSendCatchLogAsyncAsyncio failures,2025-08-11 10:07:39+00:00,2025-08-18 15:00:24+00:00,7.203298611111111,0,bug;CI,https://github.com/scrapy/scrapy/issues/7003,2025-08-18 15:00:24+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6996,Tests that install a root logging handler,2025-08-08 07:33:18+00:00,2025-10-06 09:19:36+00:00,59.073819444444446,1,bug;CI,https://github.com/scrapy/scrapy/issues/6996,2025-10-06 09:19:36+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6972,TestPriorityQueue::test_queue_push_pop_priorities() fails on 32-bit,2025-07-28 12:38:42+00:00,2025-07-28 18:37:47+00:00,0.2493634259259259,5,bug;CI,https://github.com/scrapy/scrapy/issues/6972,2025-07-28 18:37:47+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6915,ipython tips break scrapy shell help,2025-06-26 06:47:55+00:00,2025-08-01 09:01:41+00:00,36.09289351851852,5,bug,https://github.com/scrapy/scrapy/issues/6915,2025-08-01 09:01:42+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6908,TestEngine::test_short_timeout() failure,2025-06-23 18:28:21+00:00,2025-07-01 12:24:10+00:00,7.747094907407408,2,bug;CI,https://github.com/scrapy/scrapy/issues/6908,2025-07-01 12:24:10+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6894,`FileFeedStorage` ignores the drive letter on Windows,2025-06-20 07:31:46+00:00,2025-06-23 16:56:30+00:00,3.392175925925926,2,bug;Windows,https://github.com/scrapy/scrapy/issues/6894,2025-06-23 16:56:30+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6878,`pytest.skip` no longer works in twisted.trial unittests,2025-06-08 18:07:15+00:00,2025-06-09 07:53:43+00:00,0.5739351851851852,0,bug;CI;upstream issue,https://github.com/scrapy/scrapy/issues/6878,2025-06-09 07:53:44+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6876,Non-typing assert in getdictorlist(),2025-06-08 15:13:05+00:00,2025-10-09 20:14:35+00:00,123.209375,9,bug;good first issue,https://github.com/scrapy/scrapy/issues/6876,2025-10-09 20:14:35+00:00,4865a500b62fada0be245b9201339cc3d093c6d2,resolves #6876 (#6977),2025-10-09T20:14:34Z,12.0,10.0,2.0,1.0,True,commit_linked
scrapy,scrapy,scrapy/scrapy,6861,Results of errbacks for downloader errors are discarded,2025-06-05 07:06:32+00:00,2025-06-05 13:02:32+00:00,0.2472222222222222,5,bug,https://github.com/scrapy/scrapy/issues/6861,2025-06-05 13:02:32+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6859,“DeprecationWarning: Attempting to mutate a Context after a Connection was created” with pyOpenSSL 25.1.0,2025-06-04 20:09:28+00:00,2026-03-25 10:42:45+00:00,293.60644675925926,11,bug;help wanted,https://github.com/scrapy/scrapy/issues/6859,2026-04-22 09:01:57+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6857,ExecuteEngine.close() assumes self.downloader has been defined,2025-06-04 10:32:07+00:00,2025-06-06 11:02:16+00:00,2.0209375,0,bug,https://github.com/scrapy/scrapy/issues/6857,2025-06-06 11:02:16+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6834,Race condition in `TestBenchCommand` on Windows,2025-05-28 09:23:29+00:00,2025-07-02 19:35:58+00:00,35.42533564814815,2,bug;CI,https://github.com/scrapy/scrapy/issues/6834,2025-07-02 19:35:59+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6820,Recheck (and re-fix?) open_spider exception handling,2025-05-21 17:23:24+00:00,2026-02-19 10:22:01+00:00,273.7073726851852,2,bug,https://github.com/scrapy/scrapy/issues/6820,2026-02-19 10:22:01+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6812,Typo in the Docs,2025-05-19 03:03:26+00:00,2025-05-20 05:51:32+00:00,1.1167361111111112,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6812,2025-05-20 05:51:32+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6784,Engine hangs if _schedule_request() raised an exception,2025-05-09 15:17:57+00:00,2025-06-23 17:36:55+00:00,45.09650462962963,3,bug,https://github.com/scrapy/scrapy/issues/6784,2025-06-23 17:36:55+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6783,`test_close_during_start_iteration()` can fail with a Task error about `_start_request_processing()`,2025-05-08 09:36:02+00:00,2025-06-23 17:36:55+00:00,46.333946759259256,4,bug,https://github.com/scrapy/scrapy/issues/6783,2025-06-23 17:36:56+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6665,Make sure all type annotations relevant to web-poet are resolvable,2025-02-11 17:12:29+00:00,2025-02-14 15:40:07+00:00,2.9358564814814816,0,bug;enhancement,https://github.com/scrapy/scrapy/issues/6665,2025-02-14 15:40:07+00:00,,,,,,,,False,manual_or_unknown
scrapy,scrapy,scrapy/scrapy,6644,Unable to use CrawlerProcess to run a spider as a script to debug it at breakpoints,2025-02-01 08:40:44+00:00,2025-02-04 12:49:23+00:00,3.172673611111111,6,bug;not reproducible;upstream issue;asyncio,https://github.com/scrapy/scrapy/issues/6644,2025-02-04 12:49:23+00:00,,,,,,,,False,manual_or_unknown
