owner,repo,issue_number,title,state,created_at,closed_at,comments,labels,html_url
scrapy,scrapy,4841,tests/test_downloadermiddleware.py bug with Twisted 17.9.0 ,closed,2020-10-10T18:54:44Z,2020-11-18T06:38:10Z,5,bug;CI,https://github.com/scrapy/scrapy/issues/4841
scrapy,scrapy,4833,xmliter_lxml cannot find namespaced node names,closed,2020-10-06T16:50:02Z,2024-02-14T19:21:06Z,1,bug,https://github.com/scrapy/scrapy/issues/4833
scrapy,scrapy,4829,CSV item exporter does not flush on close,closed,2020-10-05T18:19:06Z,2021-02-24T20:49:59Z,9,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4829
scrapy,scrapy,4805,Wrong annotations in scrapy.crawler.CrawlProcess.crawl docstrings,closed,2020-09-23T15:38:45Z,2020-10-01T18:46:15Z,5,bug;help wanted;typing,https://github.com/scrapy/scrapy/issues/4805
scrapy,scrapy,4802,CachingHostnameResolver does not work with reactor.resolve(),closed,2020-09-21T04:11:07Z,2020-10-20T08:55:08Z,4,bug;upstream issue,https://github.com/scrapy/scrapy/issues/4802
scrapy,scrapy,4766,Invalid cookies ('value' missing) - Added in 2.3.0 - scrapy/downloadermiddlewares/cookies.py ,closed,2020-08-29T16:41:38Z,2020-10-02T18:38:14Z,2,bug,https://github.com/scrapy/scrapy/issues/4766
scrapy,scrapy,4763,Scrapy parses commented out <base> element,closed,2020-08-28T11:32:50Z,2023-01-29T21:23:47Z,4,bug;upstream issue,https://github.com/scrapy/scrapy/issues/4763
scrapy,scrapy,4762,request fingerprint should separate different sections when building a hash,closed,2020-08-27T19:27:58Z,2022-06-07T16:44:55Z,4,bug,https://github.com/scrapy/scrapy/issues/4762
scrapy,scrapy,4760,Error when use scrapy in cmd,closed,2020-08-26T12:59:01Z,2020-08-28T09:33:22Z,3,bug;Windows;needs more info,https://github.com/scrapy/scrapy/issues/4760
scrapy,scrapy,4726,Test failures on Debian Unstable,closed,2020-08-14T09:57:38Z,2020-08-25T06:48:31Z,0,bug;CI,https://github.com/scrapy/scrapy/issues/4726
scrapy,scrapy,4717,Request cookies not updated with values from previous response,closed,2020-08-10T11:51:38Z,2020-10-08T15:20:33Z,4,bug,https://github.com/scrapy/scrapy/issues/4717
scrapy,scrapy,4702,Tests fail because of pytest 6.0.0,closed,2020-07-29T10:53:38Z,2020-07-30T06:27:26Z,6,bug;CI,https://github.com/scrapy/scrapy/issues/4702
scrapy,scrapy,4671,Add docs for FEEDS.uri_params and FEED_URI_PARAMS,closed,2020-07-09T08:50:52Z,2020-08-14T09:47:56Z,1,bug;docs,https://github.com/scrapy/scrapy/issues/4671
scrapy,scrapy,4667,List of fields incorrectly accessed for dataclass items,closed,2020-07-08T15:44:07Z,2020-07-28T09:15:14Z,1,bug,https://github.com/scrapy/scrapy/issues/4667
scrapy,scrapy,4665,startproject only allows creating the project on an existing folder if the path is specified with an invalid module name,closed,2020-07-07T11:57:51Z,2021-08-24T07:18:49Z,3,bug,https://github.com/scrapy/scrapy/issues/4665
scrapy,scrapy,4662,scrapy startproject alters executable permissions in local virtualenv,closed,2020-07-06T17:34:57Z,2020-07-13T11:01:06Z,1,bug,https://github.com/scrapy/scrapy/issues/4662
scrapy,scrapy,4644,test_integration_downloader_aware_priority_queue raises exception,closed,2020-06-23T12:56:02Z,2020-06-25T13:36:44Z,0,bug,https://github.com/scrapy/scrapy/issues/4644
scrapy,scrapy,4643,Allow run pyw scripts,closed,2020-06-22T16:03:21Z,2020-10-01T18:53:09Z,4,bug;Windows,https://github.com/scrapy/scrapy/issues/4643
scrapy,scrapy,4621,Storage.store is called only for the first feed when empty,closed,2020-06-10T07:57:56Z,2020-06-17T15:08:15Z,2,bug,https://github.com/scrapy/scrapy/issues/4621
scrapy,scrapy,4619,Duplicated feed logs when having multiple feeds,closed,2020-06-09T16:27:31Z,2020-06-23T10:33:49Z,1,bug,https://github.com/scrapy/scrapy/issues/4619
scrapy,scrapy,4597,KeyError in is_generator_with_return_value,closed,2020-05-27T06:56:02Z,2020-05-27T16:42:05Z,0,bug,https://github.com/scrapy/scrapy/issues/4597
scrapy,scrapy,4592,Remove unneeded escape sequences from documentation API signatures,closed,2020-05-22T14:54:13Z,2020-06-01T21:30:34Z,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4592
scrapy,scrapy,4578,Downloadable documentation is missing for versions 2.0 and 2.1 on readthedocs.org,closed,2020-05-14T23:43:56Z,2020-05-19T15:45:21Z,4,bug;docs,https://github.com/scrapy/scrapy/issues/4578
scrapy,scrapy,4570,Flake8 build error in Travis,closed,2020-05-12T13:32:53Z,2020-05-13T21:02:04Z,6,bug;upstream issue,https://github.com/scrapy/scrapy/issues/4570
scrapy,scrapy,4547,Review unicode references,closed,2020-05-07T09:47:03Z,2020-08-04T18:34:12Z,7,bug;docs,https://github.com/scrapy/scrapy/issues/4547
scrapy,scrapy,4514,Outdated item pipeline example about Deferred,closed,2020-04-27T14:53:50Z,2020-05-22T18:12:58Z,4,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4514
scrapy,scrapy,4511,Remove the asyncio warning from the page about coroutines,closed,2020-04-23T16:29:00Z,2020-04-27T17:45:19Z,0,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4511
scrapy,scrapy,4510,configure_logging documentation example incomplete,closed,2020-04-21T18:18:48Z,2020-05-20T17:23:43Z,1,bug;docs,https://github.com/scrapy/scrapy/issues/4510
scrapy,scrapy,4496,Fix the hoverxref configuration,closed,2020-04-15T18:00:50Z,2020-04-16T13:19:46Z,0,bug;docs,https://github.com/scrapy/scrapy/issues/4496
scrapy,scrapy,4485,TWISTED_REACTOR setting not honored from Spider.custom_settings,closed,2020-04-12T03:17:20Z,2022-01-06T06:31:59Z,15,bug;asyncio,https://github.com/scrapy/scrapy/issues/4485
scrapy,scrapy,4477,is_generator_with_return_value raises IndentationError with a flush left doc string,closed,2020-04-08T02:04:08Z,2021-03-22T14:51:12Z,4,bug,https://github.com/scrapy/scrapy/issues/4477
scrapy,scrapy,4475,The documentation cannot be built with Sphinx 3,closed,2020-04-06T00:29:27Z,2020-04-15T17:42:50Z,5,bug;docs;upstream issue,https://github.com/scrapy/scrapy/issues/4475
scrapy,scrapy,4408,follow_all fails with an empty list of URLs,closed,2020-03-06T16:36:29Z,2020-03-12T13:44:49Z,0,bug,https://github.com/scrapy/scrapy/issues/4408
scrapy,scrapy,4393,scrapy parse emits ANSI color sequences in the Windows terminal,closed,2020-03-02T10:45:39Z,2020-07-28T11:13:20Z,8,bug;Windows,https://github.com/scrapy/scrapy/issues/4393
scrapy,scrapy,4346,FilesDownloader with GCS downloading updtodate files again,closed,2020-02-19T13:55:38Z,2020-05-07T09:06:12Z,10,bug,https://github.com/scrapy/scrapy/issues/4346
scrapy,scrapy,4332,ie. → i.e.,closed,2020-02-14T21:34:24Z,2020-02-19T15:49:20Z,5,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4332
scrapy,scrapy,4308,"Mac OS X, OS X → macOS",closed,2020-02-06T08:23:42Z,2020-02-28T19:42:08Z,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4308
scrapy,scrapy,4289,Fatal error launching scrapy>1.6.0 from Anaconda Prompt,closed,2020-01-26T14:30:25Z,2020-04-09T19:45:16Z,9,bug;install,https://github.com/scrapy/scrapy/issues/4289
scrapy,scrapy,4285,"Fix ""Debugging memory leaks with Guppy"" section (docs)",closed,2020-01-24T10:37:54Z,2020-04-03T02:27:47Z,6,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4285
scrapy,scrapy,4277,Response.follow() method not consistent with Request.__init__(). Missing `flags`.,closed,2020-01-17T13:28:19Z,2020-02-10T18:48:32Z,4,bug;good first issue;help wanted,https://github.com/scrapy/scrapy/issues/4277
scrapy,scrapy,4268,Random failures in CrawlTestCase.test_fixed_delay,closed,2020-01-09T11:21:43Z,2020-02-28T12:17:03Z,15,bug;good first issue,https://github.com/scrapy/scrapy/issues/4268
scrapy,scrapy,4264,Document that Scrapy 1.7.0 breaks custom schedulers,closed,2020-01-02T19:34:01Z,2020-02-06T21:21:34Z,2,bug;docs,https://github.com/scrapy/scrapy/issues/4264
scrapy,scrapy,4260,First Spider Middleware does not process exception for generator callback,closed,2019-12-30T10:02:52Z,2020-02-07T18:40:51Z,4,bug,https://github.com/scrapy/scrapy/issues/4260
scrapy,scrapy,4229,mail attachs tcmime***,closed,2019-12-13T12:39:22Z,2019-12-17T14:43:31Z,5,bug,https://github.com/scrapy/scrapy/issues/4229
scrapy,scrapy,4217,DOWNLOAD_FAIL_ON_DATALOSS logged for all requests,closed,2019-12-05T19:38:32Z,2026-05-02T21:11:44Z,4,bug,https://github.com/scrapy/scrapy/issues/4217
scrapy,scrapy,4175,Scrapy does not use a non-zero exit code when pipeline's open_spider throws the exception,closed,2019-11-19T08:10:32Z,2020-02-25T19:46:06Z,4,bug,https://github.com/scrapy/scrapy/issues/4175
scrapy,scrapy,4145,only version 1.8.0   robots.txt forbidden,closed,2019-11-12T01:11:25Z,2019-12-09T12:32:11Z,2,bug;upstream issue,https://github.com/scrapy/scrapy/issues/4145
scrapy,scrapy,4124,Fix wrong fact in JOBDIR documentation about requests needing to be pickle-serializable,closed,2019-11-04T20:19:06Z,2019-11-08T17:49:34Z,0,bug;docs,https://github.com/scrapy/scrapy/issues/4124
scrapy,scrapy,4076,Docs: Broken link on developer-tools,closed,2019-10-14T10:14:07Z,2019-10-15T18:49:51Z,1,bug;docs,https://github.com/scrapy/scrapy/issues/4076
scrapy,scrapy,4072,BOT_NAME and the user agent,closed,2019-10-11T12:15:12Z,2019-10-16T12:15:00Z,1,bug;docs,https://github.com/scrapy/scrapy/issues/4072
scrapy,scrapy,4035,CLOSESPIDER_TIMEOUT Settings 36000 Invalid Settings 60 ok ?,closed,2019-09-25T02:27:34Z,2019-10-30T09:14:16Z,7,bug;needs more info,https://github.com/scrapy/scrapy/issues/4035
scrapy,scrapy,4032,Error 302 redirection with headers location starts with 3 slash,closed,2019-09-23T07:56:49Z,2019-10-30T08:09:13Z,8,bug,https://github.com/scrapy/scrapy/issues/4032
scrapy,scrapy,4027,Upgrading from 1.4 to 1.5 results in many 400 responses,closed,2019-09-19T06:30:27Z,2020-04-23T12:19:46Z,3,bug,https://github.com/scrapy/scrapy/issues/4027
scrapy,scrapy,4014,Random(?) test_crawler.py failure on Travis,closed,2019-09-13T14:49:40Z,2019-10-31T12:31:34Z,8,bug;CI,https://github.com/scrapy/scrapy/issues/4014
scrapy,scrapy,4007,Exception when using DummyStatsCollector,closed,2019-09-09T12:18:03Z,2019-10-02T07:06:23Z,5,bug;discuss,https://github.com/scrapy/scrapy/issues/4007
scrapy,scrapy,3995,ImagesPipeline does not follow redirection,closed,2019-08-31T05:39:56Z,2019-09-27T14:32:27Z,2,bug,https://github.com/scrapy/scrapy/issues/3995
scrapy,scrapy,3985,Contracts can't be written for callbacks that receive cb_kwargs,closed,2019-08-28T19:11:27Z,2019-09-07T23:23:16Z,2,bug,https://github.com/scrapy/scrapy/issues/3985
scrapy,scrapy,3976,`ItemLoader` fields initialized from `item` are reprocessed,closed,2019-08-26T12:18:42Z,2019-10-28T09:53:54Z,9,bug,https://github.com/scrapy/scrapy/issues/3976
scrapy,scrapy,3953,OSError when downloading a very long url,closed,2019-08-12T10:44:19Z,2019-09-16T12:04:07Z,9,bug;good first issue,https://github.com/scrapy/scrapy/issues/3953
