owner,repo,issue_number,title,state,created_at,closed_at,comments,labels,html_url
psf,requests,239,Too many open files,closed,2011-11-05T12:37:30Z,2012-07-27T06:07:41Z,81,Bug;Contributor Friendly,https://github.com/psf/requests/issues/239
psf,requests,223,Content-Length is missing,closed,2011-10-24T16:21:43Z,2012-11-25T03:54:30Z,63,Bug,https://github.com/psf/requests/issues/223
psf,requests,78,Request_gzip = True,closed,2011-06-24T10:28:49Z,2011-07-24T02:35:50Z,3,Feature Request;Bug;Planned,https://github.com/psf/requests/issues/78
psf,requests,56,Auth fail for private github repo,closed,2011-06-04T16:23:34Z,2011-07-24T02:55:20Z,6,Bug,https://github.com/psf/requests/issues/56
scrapy,scrapy,7626,ScrapyCommand.help() is never called,closed,2026-06-15T09:51:36Z,2026-06-19T04:49:34Z,5,bug;cleanup,https://github.com/scrapy/scrapy/issues/7626
scrapy,scrapy,7604,`strip_url()` strips :80 from the password,closed,2026-06-11T16:36:11Z,2026-06-15T06:41:57Z,2,bug,https://github.com/scrapy/scrapy/issues/7604
scrapy,scrapy,7601,HttpxDownloadHandler drops proxy auth on retries/redirects,closed,2026-06-11T15:58:47Z,2026-06-17T09:56:24Z,0,bug,https://github.com/scrapy/scrapy/issues/7601
scrapy,scrapy,7597,IMAGES_STORE_*_ACL are no longer used,closed,2026-06-11T08:01:01Z,2026-06-15T19:24:45Z,1,bug;S3;media pipelines,https://github.com/scrapy/scrapy/issues/7597
scrapy,scrapy,7552,'scrapy shell' command starts crawling,closed,2026-05-26T11:51:11Z,2026-06-10T19:59:04Z,9,bug,https://github.com/scrapy/scrapy/issues/7552
scrapy,scrapy,7445,TLS context re-use regression in 2.15 leads to HTTP 421s for different hostnames on the same server,closed,2026-04-21T08:43:37Z,2026-04-22T14:01:03Z,1,bug;https,https://github.com/scrapy/scrapy/issues/7445
scrapy,scrapy,7426,Regression in Scrapy 2.15.0: FEED_EXPORTERS keys with dots fail with NameError in getwithbase(),closed,2026-04-13T09:55:30Z,2026-04-22T14:00:41Z,1,bug,https://github.com/scrapy/scrapy/issues/7426
scrapy,scrapy,7158,Scrapy 2.13 slower than 2.12 about 2–3×,closed,2025-11-20T12:43:41Z,2026-01-05T11:55:59Z,9,bug;performance,https://github.com/scrapy/scrapy/issues/7158
scrapy,scrapy,7060,Fix flaky `test_download_with_proxy_https_timeout()`,closed,2025-09-28T12:05:01Z,2026-02-13T08:45:11Z,25,bug;help wanted;https;CI,https://github.com/scrapy/scrapy/issues/7060
scrapy,scrapy,7057,spider_idle signal sent before item_error signal when DNSLookupError occurs in FilesPipeline,closed,2025-09-26T04:38:34Z,2025-09-29T08:41:24Z,3,bug;needs more info,https://github.com/scrapy/scrapy/issues/7057
scrapy,scrapy,7042,MetaRefreshMiddleware does not respect `<base>` tag for relative URLs,closed,2025-09-04T08:07:25Z,2025-09-10T13:17:17Z,3,bug,https://github.com/scrapy/scrapy/issues/7042
scrapy,scrapy,7003,TestSendCatchLogAsyncAsyncio failures,closed,2025-08-11T10:07:39Z,2025-08-18T15:00:24Z,0,bug;CI,https://github.com/scrapy/scrapy/issues/7003
scrapy,scrapy,6996,Tests that install a root logging handler,closed,2025-08-08T07:33:18Z,2025-10-06T09:19:36Z,1,bug;CI,https://github.com/scrapy/scrapy/issues/6996
scrapy,scrapy,6972,TestPriorityQueue::test_queue_push_pop_priorities() fails on 32-bit,closed,2025-07-28T12:38:42Z,2025-07-28T18:37:47Z,5,bug;CI,https://github.com/scrapy/scrapy/issues/6972
scrapy,scrapy,6915,ipython tips break scrapy shell help,closed,2025-06-26T06:47:55Z,2025-08-01T09:01:41Z,5,bug,https://github.com/scrapy/scrapy/issues/6915
scrapy,scrapy,6908,TestEngine::test_short_timeout() failure,closed,2025-06-23T18:28:21Z,2025-07-01T12:24:10Z,2,bug;CI,https://github.com/scrapy/scrapy/issues/6908
scrapy,scrapy,6894,`FileFeedStorage` ignores the drive letter on Windows,closed,2025-06-20T07:31:46Z,2025-06-23T16:56:30Z,2,bug;Windows,https://github.com/scrapy/scrapy/issues/6894
scrapy,scrapy,6878,`pytest.skip` no longer works in twisted.trial unittests,closed,2025-06-08T18:07:15Z,2025-06-09T07:53:43Z,0,bug;CI;upstream issue,https://github.com/scrapy/scrapy/issues/6878
scrapy,scrapy,6876,Non-typing assert in getdictorlist(),closed,2025-06-08T15:13:05Z,2025-10-09T20:14:35Z,9,bug;good first issue,https://github.com/scrapy/scrapy/issues/6876
scrapy,scrapy,6861,Results of errbacks for downloader errors are discarded,closed,2025-06-05T07:06:32Z,2025-06-05T13:02:32Z,5,bug,https://github.com/scrapy/scrapy/issues/6861
scrapy,scrapy,6859,“DeprecationWarning: Attempting to mutate a Context after a Connection was created” with pyOpenSSL 25.1.0,closed,2025-06-04T20:09:28Z,2026-03-25T10:42:45Z,11,bug;help wanted,https://github.com/scrapy/scrapy/issues/6859
scrapy,scrapy,6857,ExecuteEngine.close() assumes self.downloader has been defined,closed,2025-06-04T10:32:07Z,2025-06-06T11:02:16Z,0,bug,https://github.com/scrapy/scrapy/issues/6857
scrapy,scrapy,6834,Race condition in `TestBenchCommand` on Windows,closed,2025-05-28T09:23:29Z,2025-07-02T19:35:58Z,2,bug;CI,https://github.com/scrapy/scrapy/issues/6834
scrapy,scrapy,6820,Recheck (and re-fix?) open_spider exception handling,closed,2025-05-21T17:23:24Z,2026-02-19T10:22:01Z,2,bug,https://github.com/scrapy/scrapy/issues/6820
scrapy,scrapy,6812,Typo in the Docs,closed,2025-05-19T03:03:26Z,2025-05-20T05:51:32Z,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6812
scrapy,scrapy,6784,Engine hangs if _schedule_request() raised an exception,closed,2025-05-09T15:17:57Z,2025-06-23T17:36:55Z,3,bug,https://github.com/scrapy/scrapy/issues/6784
scrapy,scrapy,6783,`test_close_during_start_iteration()` can fail with a Task error about `_start_request_processing()`,closed,2025-05-08T09:36:02Z,2025-06-23T17:36:55Z,4,bug,https://github.com/scrapy/scrapy/issues/6783
scrapy,scrapy,6665,Make sure all type annotations relevant to web-poet are resolvable,closed,2025-02-11T17:12:29Z,2025-02-14T15:40:07Z,0,bug;enhancement,https://github.com/scrapy/scrapy/issues/6665
scrapy,scrapy,6644,Unable to use CrawlerProcess to run a spider as a script to debug it at breakpoints,closed,2025-02-01T08:40:44Z,2025-02-04T12:49:23Z,6,bug;not reproducible;upstream issue;asyncio,https://github.com/scrapy/scrapy/issues/6644
scrapy,scrapy,6636,Reactor info logged twice,closed,2025-01-28T18:29:48Z,2025-02-06T10:47:41Z,0,bug;logging,https://github.com/scrapy/scrapy/issues/6636
scrapy,scrapy,6632,Installed Scrapy in a new environment through Anaconda but can't run bench,closed,2025-01-25T09:57:07Z,2025-01-27T10:21:32Z,3,bug,https://github.com/scrapy/scrapy/issues/6632
scrapy,scrapy,6619,test_s3_export fails with boto3 >= 1.36.0,closed,2025-01-18T16:25:28Z,2025-01-22T11:14:34Z,5,bug;good first issue;CI,https://github.com/scrapy/scrapy/issues/6619
scrapy,scrapy,6617,GCSFeedStorage does not support feed_options,closed,2025-01-17T13:44:06Z,2025-01-23T16:06:47Z,9,bug;good first issue,https://github.com/scrapy/scrapy/issues/6617
scrapy,scrapy,6600,Investigate off-by-1 in `scrapy.cmdline._pop_command_name()`,closed,2025-01-01T19:47:08Z,2025-01-14T15:40:25Z,4,bug;good first issue,https://github.com/scrapy/scrapy/issues/6600
scrapy,scrapy,6593,Fix Crawler.request_fingerprinter typing,closed,2024-12-27T14:41:09Z,2025-01-07T09:40:51Z,3,bug;good first issue;typing,https://github.com/scrapy/scrapy/issues/6593
scrapy,scrapy,6505,return in finally can swallow exception,closed,2024-10-22T16:21:43Z,2024-11-14T19:48:08Z,15,bug;good first issue,https://github.com/scrapy/scrapy/issues/6505
scrapy,scrapy,6504,Fix typing for Twisted 24.10.0,closed,2024-10-22T14:40:29Z,2024-10-29T18:08:39Z,4,bug;CI;typing,https://github.com/scrapy/scrapy/issues/6504
scrapy,scrapy,6450,"Twisted 24.7.0rc1 deprecation: ""twisted.web.http.HTTPClient was deprecated in Twisted 24.7.0rc1: Use twisted.web.client.Agent instead""",closed,2024-07-31T17:11:33Z,2025-01-28T09:29:48Z,9,bug;cleanup;wontfix,https://github.com/scrapy/scrapy/issues/6450
scrapy,scrapy,6398,Improve the docs of the dont_filter parameter of Request,closed,2024-06-10T08:51:23Z,2026-02-10T08:49:11Z,0,bug;docs,https://github.com/scrapy/scrapy/issues/6398
scrapy,scrapy,6383,Error handling in contract parsing,closed,2024-05-30T16:59:37Z,2024-06-05T04:34:47Z,2,bug;good first issue,https://github.com/scrapy/scrapy/issues/6383
scrapy,scrapy,6369,persist_file() can return a Deferred that is never awaited,closed,2024-05-18T20:19:57Z,2026-03-24T09:52:58Z,3,bug;media pipelines,https://github.com/scrapy/scrapy/issues/6369
scrapy,scrapy,6365,Fix overridable methods in MediaPipeline,closed,2024-05-15T15:03:25Z,2024-05-28T08:42:59Z,1,bug,https://github.com/scrapy/scrapy/issues/6365
scrapy,scrapy,6361,Remove top-level reactor imports from CrawlerProces/CrawlerRunner examples ,closed,2024-05-14T09:52:47Z,2024-05-27T10:36:35Z,5,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6361
scrapy,scrapy,6350,CachingHostnameResolver with CONCURRENT_REQUESTS_PER_IP fails,closed,2024-05-08T21:22:20Z,2025-12-05T17:03:23Z,8,bug,https://github.com/scrapy/scrapy/issues/6350
scrapy,scrapy,6343,Make certain args of `ScrapyAgent` and `TunnelingAgent` required,closed,2024-05-07T08:23:10Z,2024-05-10T09:43:50Z,1,bug,https://github.com/scrapy/scrapy/issues/6343
scrapy,scrapy,6342,"Set METAREFRESH_IGNORE_TAGS to [""noscript""] by default",closed,2024-05-07T07:32:13Z,2024-05-10T07:47:41Z,3,bug;good first issue;backward-incompatible,https://github.com/scrapy/scrapy/issues/6342
scrapy,scrapy,6328,'json' selector type not documented,closed,2024-05-03T15:53:56Z,2024-06-06T05:55:57Z,4,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6328
scrapy,scrapy,6308,Different behavior of `get_header` between urllib.Request and WrappedRequest,closed,2024-04-06T16:52:05Z,2024-04-08T09:47:55Z,4,bug;good first issue,https://github.com/scrapy/scrapy/issues/6308
scrapy,scrapy,6307,Scrapy and Great Expectations: Error - __provides__,closed,2024-04-05T15:00:38Z,2024-04-29T14:28:01Z,12,bug,https://github.com/scrapy/scrapy/issues/6307
scrapy,scrapy,6292,Handle robots.txt files not utf-8 encoded,closed,2024-03-15T13:17:43Z,2024-04-05T08:49:12Z,3,bug;good first issue,https://github.com/scrapy/scrapy/issues/6292
scrapy,scrapy,6286,WindowsRunSpiderCommandTest isn't skipped properly in the pinned envs,closed,2024-03-09T16:31:41Z,2024-03-12T09:17:11Z,0,bug;CI,https://github.com/scrapy/scrapy/issues/6286
scrapy,scrapy,6258,Proxy tests don't use tests/keys/mitmproxy-ca.pem,closed,2024-02-29T08:34:22Z,2024-02-29T12:12:02Z,2,bug;CI,https://github.com/scrapy/scrapy/issues/6258
scrapy,scrapy,6214,"When using mongodb MotorClient with scrapy, async with await will introduce Runtime error",closed,2024-02-02T12:27:28Z,2024-02-02T13:54:05Z,11,bug;needs more info;asyncio,https://github.com/scrapy/scrapy/issues/6214
scrapy,scrapy,6207,Document the deprecation and removal of response_httprepr,closed,2024-01-17T08:48:41Z,2024-02-05T11:52:03Z,6,bug;docs,https://github.com/scrapy/scrapy/issues/6207
scrapy,scrapy,6204,PyPy tests fail,closed,2024-01-12T12:41:43Z,2024-01-12T17:50:42Z,1,bug;CI,https://github.com/scrapy/scrapy/issues/6204
scrapy,scrapy,6195,The first rule in a robots.txt with BOM will be ignored,closed,2024-01-04T19:48:48Z,2025-10-15T14:15:08Z,10,bug;good first issue,https://github.com/scrapy/scrapy/issues/6195
scrapy,scrapy,6160,scrapy shell breaks with ipython >= 8.18.0 and AsyncioSelectorReactor,closed,2023-11-28T10:24:12Z,2024-01-05T20:04:07Z,6,bug;asyncio,https://github.com/scrapy/scrapy/issues/6160
scrapy,scrapy,6121,Scheduler initializes disk queue even if `JOBDIR` is empty string,closed,2023-10-24T17:12:21Z,2023-10-31T13:37:27Z,0,bug;good first issue,https://github.com/scrapy/scrapy/issues/6121
scrapy,scrapy,6056,Dropping is_botocore wasn't documented,closed,2023-09-20T10:20:20Z,2023-09-22T08:12:22Z,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6056
scrapy,scrapy,6044,PyPy tests crash,closed,2023-09-12T07:25:07Z,2023-09-12T14:18:27Z,3,bug;CI;upstream issue,https://github.com/scrapy/scrapy/issues/6044
scrapy,scrapy,6024,Problem with Twisted AttributeError: 'EPollReactor' object has no attribute '_handleSignals',closed,2023-08-29T00:04:21Z,2023-10-17T13:08:25Z,8,bug,https://github.com/scrapy/scrapy/issues/6024
scrapy,scrapy,6008,"The ""item-pipeline"" section example of the docs was not updated.",closed,2023-08-10T07:50:31Z,2023-08-10T11:48:45Z,0,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/6008
scrapy,scrapy,5992,NotConfigured logging breaks when the component is added by class object,closed,2023-08-01T12:50:59Z,2023-08-01T18:19:00Z,0,bug;good first issue,https://github.com/scrapy/scrapy/issues/5992
scrapy,scrapy,5990,"Requesting a site by its IP address instead of hostname raises OpenSSL.SSL.Error: [('SSL routines', '', 'tlsv1 alert internal error')]",closed,2023-07-28T07:12:16Z,2026-06-09T08:40:02Z,5,bug;https,https://github.com/scrapy/scrapy/issues/5990
scrapy,scrapy,5989,"type annotation of ""headers"" argument of scrapy.Request is incomplete",closed,2023-07-26T12:01:33Z,2023-10-17T17:07:14Z,1,bug;typing,https://github.com/scrapy/scrapy/issues/5989
scrapy,scrapy,5961,Fixing the dirty reactor errors,closed,2023-06-25T10:08:49Z,2026-03-27T18:46:20Z,2,bug;CI,https://github.com/scrapy/scrapy/issues/5961
scrapy,scrapy,5959,BaseSettings.pop method throws KeyError even if default value is provided,closed,2023-06-21T17:03:40Z,2023-06-24T14:23:19Z,4,bug,https://github.com/scrapy/scrapy/issues/5959
scrapy,scrapy,5957,Investigate/fix test_start_requests_laziness(),closed,2023-06-20T17:18:38Z,2023-08-08T17:19:15Z,1,bug;CI,https://github.com/scrapy/scrapy/issues/5957
scrapy,scrapy,5936,Docs involving Request.cookies are inaccurate,closed,2023-05-18T15:00:43Z,2023-10-02T16:40:28Z,3,bug;docs,https://github.com/scrapy/scrapy/issues/5936
scrapy,scrapy,5933,test_s3_export fails on Windows/asyncio,closed,2023-05-15T10:43:28Z,2023-06-25T09:41:24Z,1,bug;Windows;CI,https://github.com/scrapy/scrapy/issues/5933
scrapy,scrapy,5932,_store_in_thread must not receive a closed file when using postprocessing plugins,closed,2023-05-15T08:24:07Z,2024-02-21T13:27:43Z,2,bug,https://github.com/scrapy/scrapy/issues/5932
scrapy,scrapy,5886,scrapy doesn't see project settings while debugging spiders in vscode,closed,2023-04-05T12:11:26Z,2023-05-02T19:05:32Z,1,bug;docs;needs more info,https://github.com/scrapy/scrapy/issues/5886
scrapy,scrapy,5878,Scrapy docs: 'make htmlview' does not work,closed,2023-03-28T03:22:04Z,2023-03-29T08:06:09Z,1,bug;good first issue,https://github.com/scrapy/scrapy/issues/5878
scrapy,scrapy,5875,Fix broken JavaScript reference in the docs,closed,2023-03-27T11:07:45Z,2023-03-28T10:05:48Z,0,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/5875
scrapy,scrapy,5874,Scrapy does not decode base64 MD5 checksum from GCS,closed,2023-03-27T05:55:22Z,2023-04-11T16:25:43Z,12,bug;good first issue,https://github.com/scrapy/scrapy/issues/5874
scrapy,scrapy,5872,get_func_args does not fully work in CPython,closed,2023-03-26T15:22:09Z,2023-04-13T09:44:22Z,2,bug,https://github.com/scrapy/scrapy/issues/5872
scrapy,scrapy,5857,TLS logging broken with new cryptography,closed,2023-03-24T15:01:33Z,2023-03-27T10:44:46Z,2,bug;good first issue;https,https://github.com/scrapy/scrapy/issues/5857
scrapy,scrapy,5831,Asyncio event loop handling results in hang in scrapy shell with scrapy-playwright,closed,2023-02-16T07:04:15Z,2023-03-14T08:31:15Z,0,bug;asyncio,https://github.com/scrapy/scrapy/issues/5831
scrapy,scrapy,5825,Tests fail/hang after merging #5816,closed,2023-02-04T20:42:58Z,2023-02-14T08:40:40Z,0,bug;CI,https://github.com/scrapy/scrapy/issues/5825
scrapy,scrapy,5819,Scrapy parse doesn't support async callbacks with yield,closed,2023-01-31T11:28:32Z,2023-03-10T15:20:17Z,2,bug;asyncio,https://github.com/scrapy/scrapy/issues/5819
scrapy,scrapy,5811,`BaseSettings.setdefault` does nothing,closed,2023-01-28T00:18:46Z,2023-03-07T09:27:01Z,5,bug;good first issue,https://github.com/scrapy/scrapy/issues/5811
scrapy,scrapy,5785,pypy3-pinned OpenSSL error,closed,2023-01-06T14:08:19Z,2023-01-07T19:48:41Z,0,bug;CI,https://github.com/scrapy/scrapy/issues/5785
scrapy,scrapy,5765,AsyncioTest failures,closed,2022-12-19T08:42:09Z,2023-01-06T18:51:09Z,1,bug;CI;asyncio,https://github.com/scrapy/scrapy/issues/5765
scrapy,scrapy,5762,reppy problems in CI,closed,2022-12-15T14:32:47Z,2023-01-02T15:13:46Z,0,bug;CI,https://github.com/scrapy/scrapy/issues/5762
scrapy,scrapy,5750,test_follow_whitespace_* tests broken by new w3lib,closed,2022-12-09T13:41:40Z,2022-12-12T18:49:25Z,2,bug;CI,https://github.com/scrapy/scrapy/issues/5750
scrapy,scrapy,5749,Fix CI for the tox 4.0 changes,closed,2022-12-09T07:17:29Z,2023-01-06T18:53:21Z,2,bug;CI,https://github.com/scrapy/scrapy/issues/5749
scrapy,scrapy,5740,asyncio exception in scrapy shell,closed,2022-11-29T18:32:23Z,2022-12-15T05:22:02Z,3,bug;help wanted;Windows;asyncio,https://github.com/scrapy/scrapy/issues/5740
scrapy,scrapy,5709,"scrapy -h outputs a stray ""commands""",closed,2022-11-09T09:31:44Z,2022-11-10T14:38:48Z,0,bug;good first issue,https://github.com/scrapy/scrapy/issues/5709
scrapy,scrapy,5707,Possibly contradictory documentation about propagation of `Response.request`,closed,2022-11-08T09:26:05Z,2023-06-21T18:05:41Z,8,bug;docs,https://github.com/scrapy/scrapy/issues/5707
scrapy,scrapy,5685,DeprecationWarning: There is no current event loop,closed,2022-10-20T07:25:25Z,2022-10-27T12:02:13Z,7,bug;cleanup;asyncio,https://github.com/scrapy/scrapy/issues/5685
scrapy,scrapy,5612,A test fails with new w3lib,closed,2022-08-29T07:02:15Z,2022-09-07T07:58:12Z,0,bug;CI,https://github.com/scrapy/scrapy/issues/5612
scrapy,scrapy,5602,Clarify the return type of callbacks,closed,2022-08-18T05:28:21Z,2022-10-02T19:19:09Z,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/5602
scrapy,scrapy,5515,Response.headers loses data on multiple values,closed,2022-06-06T11:25:01Z,2022-06-27T18:03:01Z,0,bug,https://github.com/scrapy/scrapy/issues/5515
scrapy,scrapy,5500,Postprocessing feeds do not work for S3 feed storage,closed,2022-05-14T02:59:10Z,2023-04-11T11:06:14Z,1,bug,https://github.com/scrapy/scrapy/issues/5500
scrapy,scrapy,5464,2.6 introduced an undocumented field rename in request serialization,closed,2022-04-05T12:38:17Z,2022-04-13T17:17:44Z,4,bug;docs,https://github.com/scrapy/scrapy/issues/5464
scrapy,scrapy,5454,test_proxy_connect.py hangs with mitmproxy 8.0.0 (affecting 3.8 tests),closed,2022-03-21T06:16:36Z,2024-01-12T10:26:41Z,4,bug;CI,https://github.com/scrapy/scrapy/issues/5454
scrapy,scrapy,5444,-o - broken in 2.6,closed,2022-03-08T08:19:36Z,2022-03-15T10:31:07Z,0,bug,https://github.com/scrapy/scrapy/issues/5444
scrapy,scrapy,5437,CLOSESPIDER_TIMEOUT problem.,closed,2022-03-03T13:16:39Z,2022-04-08T09:55:06Z,9,bug,https://github.com/scrapy/scrapy/issues/5437
scrapy,scrapy,5435,2.6.0 breaks calling multiple Spider in CrawlerProcess(),closed,2022-03-02T09:58:06Z,2022-04-07T15:00:09Z,11,bug,https://github.com/scrapy/scrapy/issues/5435
scrapy,scrapy,5425,ImportError: cannot import name 'soft_unicode' from 'markupsafe',closed,2022-02-22T13:50:45Z,2022-02-23T18:52:18Z,3,bug;CI,https://github.com/scrapy/scrapy/issues/5425
scrapy,scrapy,5424,scrapy parse doesn't support async callbacks,closed,2022-02-21T10:50:47Z,2022-10-15T08:11:07Z,2,bug;asyncio,https://github.com/scrapy/scrapy/issues/5424
scrapy,scrapy,5414,Change external link (for robots.txt parser comparison) in docs to a more lasting page,closed,2022-02-13T08:42:54Z,2022-02-14T18:16:53Z,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/5414
scrapy,scrapy,5404,tests/test_command_check.py::CheckCommandTest depends on example.com,closed,2022-02-08T18:09:45Z,2022-02-10T09:50:12Z,2,bug;CI,https://github.com/scrapy/scrapy/issues/5404
scrapy,scrapy,5402,API documentation links seem broken,closed,2022-02-08T17:29:58Z,2025-01-08T11:00:07Z,1,bug;docs,https://github.com/scrapy/scrapy/issues/5402
scrapy,scrapy,5400,Tests broken with Twisted 22.1.0,closed,2022-02-07T13:48:23Z,2022-02-08T19:06:25Z,2,bug;CI,https://github.com/scrapy/scrapy/issues/5400
scrapy,scrapy,5391,Incorrect initialization of `csviter` in `scrapy.spiders.feed.CSVFeedSpider`,closed,2022-02-05T13:32:04Z,2022-02-08T13:57:19Z,0,bug;good first issue,https://github.com/scrapy/scrapy/issues/5391
scrapy,scrapy,5386,Fix SMTP STARTTLS for Twisted >= 21.2.0,closed,2022-02-01T16:09:00Z,2023-01-19T18:44:59Z,14,bug;good first issue,https://github.com/scrapy/scrapy/issues/5386
scrapy,scrapy,5383,Type error when we try to retrieve the `FEEDS` setting via CLI and it has a `Path` objects as a key,closed,2022-01-30T11:41:20Z,2022-02-04T08:57:57Z,2,bug,https://github.com/scrapy/scrapy/issues/5383
scrapy,scrapy,5379,Proxy + invalid domain makes Downloader stuck,closed,2022-01-26T07:06:54Z,2026-04-14T15:13:23Z,3,bug,https://github.com/scrapy/scrapy/issues/5379
scrapy,scrapy,5323,Warning: Unable to determine whether or not callable is a generator with a return value [unable to parse decorated class methods],closed,2021-11-17T04:06:32Z,2022-10-26T07:47:10Z,2,bug,https://github.com/scrapy/scrapy/issues/5323
scrapy,scrapy,5319,Open in Browser `<base>` replacement will fail if `<head>` has attributes,closed,2021-11-15T10:09:46Z,2021-12-21T12:49:32Z,1,bug,https://github.com/scrapy/scrapy/issues/5319
scrapy,scrapy,5306,macOS Python 3.10 tests always fail,closed,2021-10-31T10:25:59Z,2024-10-16T19:32:30Z,7,bug;macOS,https://github.com/scrapy/scrapy/issues/5306
scrapy,scrapy,5298,Tests failing with new Sybil,closed,2021-10-27T14:35:27Z,2021-11-04T14:00:14Z,4,bug;CI,https://github.com/scrapy/scrapy/issues/5298
scrapy,scrapy,5286,HTTPS TorGuard proxies time out,closed,2021-10-20T19:11:23Z,2022-03-08T09:22:57Z,16,bug,https://github.com/scrapy/scrapy/issues/5286
scrapy,scrapy,5273,Doctest failure,closed,2021-10-12T12:53:24Z,2021-10-12T17:20:09Z,2,bug;good first issue;docs;CI,https://github.com/scrapy/scrapy/issues/5273
scrapy,scrapy,5237,Scrapy > 2.3 prevents passing callback in cb_kwargs,closed,2021-08-31T14:26:16Z,2021-10-01T07:50:42Z,3,bug,https://github.com/scrapy/scrapy/issues/5237
scrapy,scrapy,5220,XPath tutorial xpathdemo live widget does not display Result,closed,2021-08-01T08:48:29Z,2025-01-14T11:44:44Z,5,bug;docs;upstream issue,https://github.com/scrapy/scrapy/issues/5220
scrapy,scrapy,5212,Test failures on 3.10,closed,2021-07-20T07:44:51Z,2021-08-11T09:19:51Z,0,bug;CI,https://github.com/scrapy/scrapy/issues/5212
scrapy,scrapy,5180,versionadded inside a warning in CrawlSpider docs,closed,2021-06-15T08:58:17Z,2021-06-29T12:54:23Z,1,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/5180
scrapy,scrapy,5157,FileFeedStoragePreFeedOptionsTest fails if /tmp/foobar already exists with different ownership,closed,2021-05-23T13:23:03Z,2021-08-05T19:23:12Z,0,bug;good first issue;CI,https://github.com/scrapy/scrapy/issues/5157
scrapy,scrapy,5154,Problem when running tests,closed,2021-05-20T23:51:39Z,2023-10-29T17:06:14Z,7,bug;CI,https://github.com/scrapy/scrapy/issues/5154
scrapy,scrapy,5105,Scrapy is definitely slow when working from cache,closed,2021-04-20T11:06:33Z,2021-04-26T18:09:23Z,20,bug,https://github.com/scrapy/scrapy/issues/5105
scrapy,scrapy,5096,Wrong charset handling in MailSender,closed,2021-04-11T15:50:51Z,2023-09-07T05:47:44Z,6,bug,https://github.com/scrapy/scrapy/issues/5096
scrapy,scrapy,5085,HTTP2 test failures with some OpenSSL,closed,2021-04-07T11:41:25Z,2021-04-14T17:02:00Z,2,bug;CI,https://github.com/scrapy/scrapy/issues/5085
scrapy,scrapy,5080,Allow building the documentation with make in systems without /bin/bash,closed,2021-04-05T09:46:24Z,2021-04-21T09:30:50Z,2,bug;docs,https://github.com/scrapy/scrapy/issues/5080
scrapy,scrapy,5079,ImagePipeline breaks on invalid images,closed,2021-04-05T07:08:04Z,2021-07-13T16:27:56Z,24,bug;good first issue,https://github.com/scrapy/scrapy/issues/5079
scrapy,scrapy,5043,S3 CsvItemExporter read of closed file error,closed,2021-03-16T22:39:50Z,2023-06-13T14:14:29Z,22,bug,https://github.com/scrapy/scrapy/issues/5043
scrapy,scrapy,5032,Fix and re-enable tests on macOS,closed,2021-03-09T14:24:14Z,2024-10-16T19:55:11Z,3,bug;CI,https://github.com/scrapy/scrapy/issues/5032
scrapy,scrapy,5020,"test_pipeline_images.py fails with ""TypeError: Skipped expected string as 'msg' parameter, got 'bool' instead.""",closed,2021-03-02T12:51:14Z,2021-03-19T17:39:44Z,10,bug;CI,https://github.com/scrapy/scrapy/issues/5020
scrapy,scrapy,4976,Fix and document asyncio reactor problems on Windows,closed,2021-02-04T15:08:05Z,2021-12-31T19:38:10Z,13,bug;Windows,https://github.com/scrapy/scrapy/issues/4976
scrapy,scrapy,4962,FEED_URI_PARAMS: custom params throws KeyError,closed,2021-01-22T18:24:19Z,2022-01-28T17:30:30Z,9,bug;good first issue,https://github.com/scrapy/scrapy/issues/4962
scrapy,scrapy,4920,Shell fetch does not use http_proxy,closed,2020-12-09T14:45:19Z,2020-12-13T09:25:46Z,1,bug,https://github.com/scrapy/scrapy/issues/4920
scrapy,scrapy,4907,Typo in XML exporter serialize_field in Scrapy docs,closed,2020-11-27T10:31:38Z,2020-11-29T20:28:13Z,2,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4907
scrapy,scrapy,4893,Corutines not working with signal spider_opened - spider freezes,closed,2020-11-18T10:42:15Z,2020-11-18T11:11:00Z,3,bug;asyncio,https://github.com/scrapy/scrapy/issues/4893
scrapy,scrapy,4892,Update all links in installation guide,closed,2020-11-18T08:12:49Z,2020-12-03T09:56:37Z,3,bug;good first issue;docs,https://github.com/scrapy/scrapy/issues/4892
scrapy,scrapy,4887,Not started engine if async open_spider,closed,2020-11-14T08:08:11Z,2020-11-16T14:38:00Z,2,bug;asyncio,https://github.com/scrapy/scrapy/issues/4887
scrapy,scrapy,4857,Cannot overwrite an output file with -O,closed,2020-10-27T17:43:05Z,2020-11-04T21:29:37Z,0,bug,https://github.com/scrapy/scrapy/issues/4857
